Country,Countrycode2,Countrycode3,Year,POP,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Region,Currency,Reference_period,Welfaredefn,Currency_Unit,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,isEu,isOECD,exchrate_penn
Colombia,CO,COL,2013,46495492,Upper middle income,4786814,2673600,55.2,Luxembourg Income Study,0.97,2.15,3.05,3.88,4.97,6.29,8.14,10.99,15.97,43.59,3.11,6.93,11.26,19.13,59.57,0.28,31.04,New 2019,High,Americas,Colombian peso,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Colombia,CO,COL,2013,46495492,Upper middle income,,,54,United Nations,1,2.2,3.1,4,5.2,6.5,8.5,11.1,16,42.4,3.2,7.1,11.7,19.6,58.4,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2013,4742111,Upper middle income,,,50.8,United Nations,1.2,2.5,3.4,4.4,5.4,6.8,8.7,11.8,17.4,38.3,3.7,7.8,12.2,20.5,55.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2013,10048226,Upper middle income,,,48.4,United Nations,1.8,2.9,3.8,4.7,5.8,7,8.6,11,15.7,38.6,4.7,8.5,12.8,19.6,54.3,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2013,15707473,Upper middle income,,,47,United Nations,1.8,3.1,3.9,4.8,5.9,7.2,9,11.4,16.2,36.6,4.9,8.7,13.1,20.4,52.8,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2013,6266076,Lower middle income,,,45.3,United Nations,1.9,3.1,4.2,5.2,6.3,7.6,9.2,11.4,15.7,35.5,5,9.4,13.9,20.6,51.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2013,8798524,Lower middle income,,,51.5,United Nations,1.5,2.6,3.5,4.4,5.4,6.6,8.4,10.9,15.5,41.2,4.1,7.9,12,19.3,56.7,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2013,3835447,High income,3664,2400,50.7,Luxembourg Income Study,1.07,2.2,3.31,4.48,5.79,7.3,9.1,11.76,16.68,38.32,3.27,7.79,13.09,20.85,55,0.38,25.6,New 2019,High,Americas,Panamanian balboa,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2013,3835447,High income,,,52.4,United Nations,1,2,3.1,4.3,5.6,7,8.9,11.6,16.7,39.8,3,7.4,12.6,20.5,56.5,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2013,6510273,Upper middle income,13312875,8373265,50.4,Luxembourg Income Study,1.29,2.44,3.5,4.51,5.65,7.08,9.02,11.6,16,38.9,3.73,8.01,12.73,20.62,54.91,0.44,26.87,New 2019,High,Americas,Paraguayan guarani,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2013,6510273,Upper middle income,,,49.5,United Nations,1.4,2.6,3.6,4.7,5.7,7.2,9,11.6,15.9,38.3,4,8.3,12.9,20.6,54.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2013,29773986,Upper middle income,6698,4882,47.5,Luxembourg Income Study,0.85,2.29,3.68,5.03,6.5,8.11,10,12.44,16.75,34.34,3.14,8.71,14.61,22.44,51.1,0.24,22.65,New 2019,High,Americas,Peruvian nuevo sol,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2013,29773986,Upper middle income,,,45.3,United Nations,1.4,2.8,4,5.2,6.5,8,9.8,12.2,16.3,33.8,4.2,9.2,14.5,22,50.1,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
United States,US,USA,2013,316400544,High income,24024,18425,40.7,Luxembourg Income Study,1.85,3.46,4.59,5.75,7.01,8.44,10.17,12.48,16.19,30.05,5.31,10.34,15.45,22.65,46.25,0.61,19.27,New 2019,High,Americas,United States dollar,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2013,3389436,High income,153668,116060,40.4,Luxembourg Income Study,2.21,3.52,4.62,5.72,6.9,8.26,9.92,12.24,16.27,30.33,5.74,10.34,15.16,22.17,46.6,0.89,19.27,New 2019,High,Americas,Uruguayan peso,Year,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2013,3389436,High income,,,39.7,United Nations,2.3,3.6,4.7,5.8,7,8.3,10,12.3,16.2,29.8,5.9,10.5,15.3,22.3,46,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2013,3389436,High income,,,39.9,United Nations,2.2,3.6,4.7,5.8,7,8.3,10,12.3,16.2,30,5.8,10.5,15.3,22.3,46.2,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,Urban,All,All,,,
Venezuela,VE,VEN,2013,29781046,Upper middle income,,,38.8,United Nations,2.1,3.9,4.9,6.2,7,8.5,10.2,12.4,15.9,29,6,11.1,15.5,22.6,44.9,,,New 2019,High,Americas,,,Income (net),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2013,201035904,Upper middle income,19519,13444,46,Luxembourg Income Study,1.54,3.02,4.11,5.18,6.32,7.6,9.21,11.49,15.77,35.77,4.56,9.29,13.92,20.7,51.54,0.51,24.15,New 2019,High,Americas,Brazilian real,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
Brazil,BR,BRA,2013,201035904,Upper middle income,,,47,OECD,1.28,,,,,,,,,36.25,4.17,,,,52.08,,,New 2019,High,Americas,,,Income (net),,Household,Person,Equivalized,All,All,All,,,
Canada,CA,CAN,2013,35296536,High income,46128,40253,32.1,Luxembourg Income Study,2.58,4.52,5.71,6.93,8.11,9.38,10.87,12.76,15.42,23.73,7.1,12.64,17.48,23.62,39.15,0.9,14.21,New 2019,High,Americas,Canadian Dollar,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Canada,CA,CAN,2013,35255495,High income,50200,44000,31.8,National statistical authority,2.5,4.5,5.8,7,8.2,9.4,10.9,12.8,15.2,23.6,7,12.8,17.6,23.7,38.8,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,0.971065577
Canada,CA,CAN,2013,35255495,High income,45969,40123,32,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,1.02979657
Chile,CL,CHL,2013,17571512,High income,5108390,3414383,45.9,Luxembourg Income Study,1.93,3.25,4.19,5.12,6.13,7.31,8.82,11.02,15.4,36.84,5.18,9.31,13.43,19.84,52.25,0.71,25.23,New 2019,High,Americas,Chilean peso,Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,
Chile,CL,CHL,2013,17462982,High income,5401177,3600000,46.5,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,true,495.2728776
Colombia,CO,COL,2013,46495492,Upper middle income,8672516,5295826,51.1,Luxembourg Income Study,1.08,2.53,3.55,4.46,5.5,6.9,8.76,11.53,16.04,39.66,3.62,8.01,12.4,20.28,55.69,0.31,27.65,New 2019,High,Americas,Colombian peso,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
Costa Rica,CR,CRI,2013,4706401,Upper middle income,5157073,3280000,49.4,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,,499.7668326
Panama,PA,PAN,2013,3835447,High income,7049,4947,47.2,Luxembourg Income Study,1.32,2.57,3.76,4.9,6.25,7.8,9.59,12.1,16.35,35.35,3.89,8.66,14.04,21.69,51.71,0.48,23.25,New 2019,High,Americas,Panamanian balboa,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
Paraguay,PY,PRY,2013,6510273,Upper middle income,26998537,18291347,47.8,Luxembourg Income Study,1.4,2.68,3.78,4.92,6.07,7.47,9.3,11.75,16.18,36.46,4.07,8.7,13.55,21.04,52.64,0.48,24.75,New 2019,High,Americas,Paraguayan guarani,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
Peru,PE,PER,2013,29773986,Upper middle income,13777,10461,45.7,Luxembourg Income Study,0.86,2.34,3.86,5.29,6.77,8.43,10.35,12.91,16.91,32.28,3.2,9.14,15.2,23.26,49.2,0.24,20.83,New 2019,High,Americas,Peruvian nuevo sol,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2013,316400544,High income,39453,31954,37.9,Luxembourg Income Study,2.02,3.8,4.96,6.13,7.42,8.84,10.48,12.56,15.74,28.05,5.82,11.09,16.26,23.04,43.8,0.67,17.88,New 2019,High,Americas,United States dollar,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2013,315536676,High income,38257,30473,39.6,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (net),,Household,Person,Equivalized,All,All,All,,,1
Uruguay,UY,URY,2013,3389436,High income,264585,207846,37,Luxembourg Income Study,2.66,4.04,5.07,6.09,7.22,8.52,10.1,12.21,15.77,28.31,6.7,11.16,15.74,22.32,44.09,1.08,17.76,New 2019,High,Americas,Uruguayan peso,Year,Income (net),,Household,Person,Equivalized,All,All,All,,,
Argentina,AR,ARG,2013,42196036,Upper middle income,,,,SEDLAC,1.81,3.25,4.39,5.59,6.95,8.57,10.53,12.95,16.67,29.28,5.06,9.97,15.52,23.48,45.95,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2013,10400264,Lower middle income,16188,,,SEDLAC,1,2.6,3.8,5,6.3,7.8,9.5,12.2,16.7,35.2,3.6,8.8,14.1,21.7,51.9,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.1447178
Brazil,BR,BRA,2013,202408632,Upper middle income,12456,,,SEDLAC,1.1,2.3,3.3,4.3,5.4,6.9,8.4,10.9,15.7,41.6,3.4,7.6,12.3,19.3,57.3,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.463802714
Chile,CL,CHL,2013,17571512,High income,,,,SEDLAC,1.93,3.19,4.07,4.96,5.93,7.07,8.54,10.69,15.23,38.38,5.12,9.03,13,19.23,53.61,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Colombia,CO,COL,2013,47342981,Upper middle income,,,,SEDLAC,1.2,2.4,3.3,4.2,5.3,6.7,8.5,11.1,15.9,41.5,3.6,7.5,12,19.6,57.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000535107
Costa Rica,CR,CRI,2013,4706401,Upper middle income,3096168,,,SEDLAC,1.5,2.7,3.6,4.5,5.6,6.9,8.8,11.9,17.1,37.4,4.2,8.1,12.5,20.7,54.5,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.002000933
Dominican Republic,DO,DOM,2013,10281296,Upper middle income,103068,,,SEDLAC,1.9,3,4,4.9,6,7.2,8.9,11.1,15.6,37.4,4.9,8.9,13.2,20,53,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.023918785
Ecuador,EC,ECU,2013,15661547,Upper middle income,2580,,,SEDLAC,1.6,2.9,3.9,4.9,6,7.4,9.2,11.9,16.5,35.7,4.5,8.8,13.4,21.1,52.2,,,New 2018,High,Americas,United States dollar,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
El Salvador,SV,SLV,2013,6250777,Lower middle income,2016,,,SEDLAC,2.1,3.4,4.4,5.4,6.5,7.7,9.3,11.4,15.4,34.2,5.5,9.8,14.2,20.7,49.6,,,New 2018,High,Americas,United States dollar,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Honduras,HN,HND,2013,8657785,Lower middle income,30708,,,SEDLAC,1.1,2.2,3.2,4.2,5.4,6.9,8.8,11.5,16.5,40.2,3.3,7.4,12.3,20.3,56.7,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.049130925
Panama,PA,PAN,2013,3838462,High income,,,,SEDLAC,1.1,2.2,3.3,4.4,5.7,7.1,8.8,11.4,16.4,39.6,3.3,7.7,12.8,20.2,56,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Per capita,All,All,All,,,1
Paraguay,PY,PRY,2013,6465740,Upper middle income,15638172,,,SEDLAC,1.5,2.8,3.8,4.8,5.9,7.3,9.2,11.6,15.7,37.4,4.3,8.6,13.2,20.8,53.1,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.000231445
Peru,PE,PER,2013,30565716,Upper middle income,8412,,,SEDLAC,1.6,3,4.2,5.4,6.7,8.2,9.9,12.2,16.2,32.7,4.6,9.6,14.9,22.1,48.9,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.370110056
Uruguay,UY,URY,2013,3408005,High income,159684,,,SEDLAC,2.1,3.4,4.6,5.7,6.9,8.3,10,12.4,16.3,30.2,5.5,10.3,15.2,22.4,46.5,,,New 2018,High,Americas,Local currency unit,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,0.048824291
Argentina,AR,ARG,2013,42196036,Upper middle income,,,,SEDLAC,2.09,3.65,4.84,6.01,7.31,8.83,10.57,12.89,16.32,27.49,5.74,10.85,16.14,23.47,43.81,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,Urban,All,All,,,
Bolivia,BO,BOL,2013,10400264,Lower middle income,,,,SEDLAC,1.1,2.7,4,5.3,6.7,8.1,9.8,12.2,16.5,33.6,3.8,9.3,14.8,22,50.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.1447178
Brazil,BR,BRA,2013,202408632,Upper middle income,,,,SEDLAC,1.3,2.6,3.6,4.6,5.7,7,8.5,10.9,15.5,40.5,3.9,8.2,12.7,19.4,56,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.463802714
Chile,CL,CHL,2013,17571512,High income,,,,SEDLAC,2.09,3.4,4.29,5.16,6.09,7.2,8.6,10.66,15.05,37.46,5.49,9.45,13.29,19.26,52.51,,,New 2019,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,true,
Colombia,CO,COL,2013,47342981,Upper middle income,,,,SEDLAC,1.4,2.6,3.6,4.5,5.6,7,8.7,11.2,15.7,39.7,4,8.1,12.6,19.9,55.4,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000535107
Costa Rica,CR,CRI,2013,4706401,Upper middle income,,,,SEDLAC,1.6,2.9,3.9,4.8,5.8,7.1,8.9,11.8,16.9,36.2,4.5,8.7,12.9,20.7,53.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.002000933
Dominican Republic,DO,DOM,2013,10281296,Upper middle income,,,,SEDLAC,2.1,3.3,4.3,5.2,6.2,7.5,9,11.3,15.4,35.8,5.4,9.5,13.7,20.3,51.2,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.023918785
Ecuador,EC,ECU,2013,15661547,Upper middle income,,,,SEDLAC,1.8,3.2,4.2,5.2,6.3,7.7,9.4,11.8,16.2,34.1,5,9.4,14,21.2,50.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
El Salvador,SV,SLV,2013,6250777,Lower middle income,,,,SEDLAC,2.3,3.7,4.7,5.7,6.8,7.9,9.4,11.5,15.1,32.9,6,10.4,14.7,20.9,48,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Honduras,HN,HND,2013,8657785,Lower middle income,,,,SEDLAC,1.2,2.4,3.4,4.5,5.8,7.2,9.1,11.7,16.4,38.4,3.6,7.9,13,20.8,54.8,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.049130925
Panama,PA,PAN,2013,3838462,High income,,,,SEDLAC,1.3,2.5,3.6,4.7,6,7.3,9,11.5,16,38.1,3.8,8.3,13.3,20.5,54.1,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,1
Paraguay,PY,PRY,2013,6465740,Upper middle income,,,,SEDLAC,1.7,3,4.1,5.1,6.1,7.5,9.3,11.7,15.6,36,4.7,9.2,13.6,21,51.6,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.000231445
Peru,PE,PER,2013,30565716,Upper middle income,,,,SEDLAC,1.7,3.1,4.4,5.7,7,8.4,10.1,12.3,16,31.3,4.8,10.1,15.4,22.4,47.3,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.370110056
Uruguay,UY,URY,2013,3408005,High income,,,,SEDLAC,2.5,3.9,4.9,6,7.2,8.4,10,12.2,16,28.9,6.4,10.9,15.6,22.2,44.9,,,New 2018,High,Americas,,,Income (net/gross),,Household,Person,Equivalized,All,All,All,,,0.048824291
Argentina,AR,ARG,2013,42196036,Upper middle income,8564.77,6590.69,,World Bank,1.78,3.24,4.38,5.58,6.95,8.58,10.47,12.89,16.75,29.37,5.02,9.96,15.53,23.36,46.12,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,Urban,All,All,,,
Bolivia,BO,BOL,2013,10542375,Lower middle income,5172.24,3613.88,,World Bank,1.01,2.56,3.76,5.01,6.29,7.76,9.53,12.15,16.71,35.22,3.57,8.77,14.05,21.68,51.93,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2013,201035904,Upper middle income,7345.29,4470.33,,World Bank,1.08,2.29,3.27,4.28,5.44,6.85,8.46,10.92,15.71,41.7,3.37,7.55,12.3,19.38,57.41,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2013,35296536,High income,20940.73,17787.01,,World Bank,2.37,4.23,5.6,6.74,7.88,9.14,10.68,12.62,15.49,25.26,6.6,12.34,17.02,23.3,40.75,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Chile,CL,CHL,2013,17571512,High income,7406.44,4807.77,,World Bank,1.89,3.18,4.07,4.95,5.93,7.07,8.55,10.7,15.24,38.41,5.07,9.02,13.01,19.25,53.65,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,true,
Colombia,CO,COL,2013,46495492,Upper middle income,5156.59,3068.58,,World Bank,1.16,2.34,3.26,4.21,5.33,6.68,8.47,11.09,15.92,41.54,3.5,7.47,12.01,19.56,57.46,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Costa Rica,CR,CRI,2013,4742111,Upper middle income,8325.33,5129.07,,World Bank,1.44,2.66,3.64,4.55,5.58,6.92,8.82,11.91,17.12,37.36,4.11,8.19,12.49,20.73,54.48,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Dominican Republic,DO,DOM,2013,10048226,Upper middle income,4643.61,2993.08,,World Bank,1.86,2.97,3.87,4.81,5.87,7.12,8.76,11.1,15.72,37.92,4.83,8.68,12.99,19.86,53.64,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Ecuador,EC,ECU,2013,15707473,Upper middle income,4935.26,3303.29,,World Bank,1.62,2.91,3.87,4.87,6.04,7.44,9.19,11.86,16.52,35.68,4.53,8.74,13.48,21.05,52.2,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
El Salvador,SV,SLV,2013,6266076,Lower middle income,3689.53,2629.41,,World Bank,2.12,3.43,4.41,5.44,6.53,7.72,9.29,11.42,15.4,34.24,5.54,9.85,14.26,20.71,49.64,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Honduras,HN,HND,2013,8798524,Lower middle income,2907.78,1784.49,,World Bank,1.06,2.15,3.16,4.25,5.43,6.89,8.79,11.54,16.48,40.24,3.22,7.4,12.32,20.33,56.72,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2013,3835447,High income,7816.79,4929.91,,World Bank,1.12,2.23,3.3,4.41,5.65,7.07,8.82,11.44,16.36,39.61,3.35,7.72,12.72,20.26,55.97,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Paraguay,PY,PRY,2013,6510273,Upper middle income,6084.7,3980.44,,World Bank,1.59,2.82,3.8,4.81,5.87,7.26,9.17,11.62,15.76,37.3,4.41,8.61,13.13,20.79,53.06,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2013,29773986,Upper middle income,4653.8,3444.1,,World Bank,1.56,2.96,4.19,5.4,6.69,8.19,9.89,12.19,16.23,32.69,4.53,9.6,14.88,22.08,48.92,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
United States,US,USA,2013,316400544,High income,23016.52,17681.69,,World Bank,1.71,3.41,4.57,5.74,7,8.44,10.19,12.52,16.27,30.14,5.13,10.3,15.45,22.71,46.41,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Uruguay,UY,URY,2013,3389436,High income,9097.09,6903.73,,World Bank,2.11,3.45,4.57,5.73,6.94,8.3,10,12.37,16.35,30.19,5.56,10.3,15.24,22.37,46.54,,,New 2019,Average,Americas,US$2011PPP,Year,Income (net/gross),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2013,201035904,Upper middle income,12215,7839,,Luxembourg Income Study,1.19,2.44,3.46,4.53,5.71,7.08,8.59,11.05,15.56,40.39,3.63,7.99,12.79,19.64,55.95,0.41,28.67,New 2019,High,Americas,Brazilian real,Year,Income (gross),,Household,Person,Per capita,All,All,All,,,
Canada,CA,CAN,2013,35296536,High income,34300,27858,,Luxembourg Income Study,1.99,3.76,5.11,6.26,7.48,8.87,10.58,12.74,15.94,27.26,5.75,11.37,16.35,23.33,43.2,0.71,16.92,New 2019,High,Americas,Canadian Dollar,Year,Income (gross),,Household,Person,Per capita,All,All,All,,true,
Colombia,CO,COL,2013,46495492,Upper middle income,5721136,3028667,,Luxembourg Income Study,0.87,1.9,2.73,3.58,4.67,6.03,7.99,10.87,16.25,45.11,2.77,6.31,10.7,18.86,61.36,0.26,32.41,New 2019,High,Americas,Colombian peso,Year,Income (gross),,Household,Person,Per capita,All,All,All,,,
Panama,PA,PAN,2013,3835447,High income,4025,2550,,Luxembourg Income Study,0.97,2.04,3.13,4.28,5.61,7.1,8.93,11.65,16.66,39.62,3.02,7.41,12.71,20.58,56.29,0.35,26.81,New 2019,High,Americas,Panamanian balboa,Year,Income (gross),,Household,Person,Per capita,All,All,All,,,
Peru,PE,PER,2013,29773986,Upper middle income,7050,5013,,Luxembourg Income Study,0.81,2.18,3.53,4.86,6.33,7.96,9.87,12.34,16.73,35.39,2.99,8.4,14.29,22.21,52.12,0.22,23.59,New 2019,High,Americas,Peruvian nuevo sol,Year,Income (gross),,Household,Person,Per capita,All,All,All,,,
United States,US,USA,2013,316400544,High income,29869,21252,,Luxembourg Income Study,1.56,2.99,4.02,5.16,6.44,7.93,9.79,12.34,16.47,33.31,4.55,9.18,14.37,22.13,49.77,0.51,21.96,New 2019,High,Americas,United States dollar,Year,Income (gross),,Household,Person,Per capita,All,All,All,,,
Brazil,BR,BRA,2013,201035904,Upper middle income,21477,14000,,Luxembourg Income Study,1.41,2.82,3.86,4.88,5.96,7.23,8.82,11.14,15.53,38.36,4.22,8.74,13.19,19.96,53.89,0.46,26.6,New 2019,High,Americas,Brazilian real,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,
Brazil,BR,BRA,2013,202408632,Upper middle income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,2.156089151
Canada,CA,CAN,2013,35296536,High income,56925,48150,,Luxembourg Income Study,2.15,3.86,5.1,6.46,7.79,9.17,10.83,12.95,15.91,25.78,6,11.56,16.96,23.78,41.7,0.75,15.75,New 2019,High,Americas,Canadian Dollar,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,
Canada,CA,CAN,2013,35255495,High income,59700,50200,,National statistical authority,2.2,3.9,5.2,6.5,7.8,9.1,10.8,12.8,15.6,26.2,6.1,11.7,16.9,23.6,41.8,,,New 2018,High,Americas,Canadian dollar 2016,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,0.971065577
Canada,CA,CAN,2013,35255495,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,1.02979657
Chile,CL,CHL,2013,17462982,High income,,,,OECD,,,,,,,,,,,,,,,,,,New 2018,High,Americas,"Local currency units, at current prices",Year,Income (gross),,Household,Person,Equivalized,All,All,All,,true,495.2728776
Colombia,CO,COL,2013,46495492,Upper middle income,10372602,6000000,,Luxembourg Income Study,0.97,2.22,3.17,4.1,5.15,6.52,8.55,11.4,16.38,41.54,3.19,7.27,11.67,19.95,57.92,0.29,29.1,New 2019,High,Americas,Colombian peso,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,
Panama,PA,PAN,2013,3835447,High income,7740,5268,,Luxembourg Income Study,1.21,2.37,3.54,4.68,6.05,7.58,9.43,11.99,16.38,36.76,3.58,8.22,13.63,21.42,53.15,0.44,24.52,New 2019,High,Americas,Panamanian balboa,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,
Peru,PE,PER,2013,29773986,Upper middle income,14487,10714,,Luxembourg Income Study,0.82,2.22,3.71,5.11,6.58,8.28,10.23,12.82,16.91,33.32,3.04,8.82,14.87,23.05,50.22,0.23,21.7,New 2019,High,Americas,Peruvian nuevo sol,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2013,316400544,High income,49052,36941,,Luxembourg Income Study,1.69,3.24,4.33,5.47,6.8,8.32,10.12,12.45,16.16,31.41,4.93,9.81,15.12,22.57,47.57,0.56,20.59,New 2019,High,Americas,United States dollar,Year,Income (gross),,Household,Person,Equivalized,All,All,All,,,
United States,US,USA,2013,316400544,High income,,,,National statistical authority,,,,,,,,,,,3.51,9.1,14.9,22.86,49.64,,,New 2019,High,Americas,,,Income (gross),,Household,Person,Equivalized,All,All,All,,,
